MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
20,RL,13472,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,BrkFace,922,TA,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,Y,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Attchd,2003,Fin,3,968,TA,Y,248,105,0,0,0,0,6,2009,386250
60,RL,13600,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,7,6,1965,1990,BrkFace,176,TA,TA,TA,No,BLQ,454,Unf,0,314,768,Y,1186,800,0,1986,0,0,2,1,3,1,TA,7,Typ,3,Attchd,1965,Unf,2,486,TA,Y,0,42,0,0,189,0,10,2009,205000
120,RL,6563,IR1,Low,CulDSac,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,None,0,TA,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,Y,1742,0,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,1985,RFn,2,564,TA,Y,114,28,234,0,0,0,12,2006,275000
60,FV,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,None,0,TA,Gd,TA,Av,Unf,0,Unf,0,1088,1088,Y,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2006,RFn,3,1025,TA,Y,208,46,0,0,0,0,12,2007,270000
90,RL,8393,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,5,1959,2005,BrkFace,122,TA,TA,TA,No,LwQ,528,Unf,0,1098,1626,Y,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,Attchd,2005,Fin,2,588,TA,Y,272,54,0,0,0,0,6,2006,145000
60,RL,28698,IR2,Low,CulDSac,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,None,0,TA,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,Y,1160,966,0,2126,0,1,2,1,3,1,TA,7,Min2,0,Attchd,1967,Fin,2,538,TA,Y,486,0,0,0,225,0,6,2009,185000
30,RM,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,4,1920,1950,None,0,TA,TA,TA,No,ALQ,250,Unf,0,710,960,Y,960,0,0,960,0,0,1,0,2,1,Fa,5,Typ,0,Detchd,1997,Unf,1,308,TA,Y,0,0,168,0,0,0,7,2007,108500
80,RL,10200,Reg,Lvl,Inside,Timber,Norm,1Fam,SLvl,6,5,1988,1989,BrkFace,219,TA,Gd,TA,Av,GLQ,783,Unf,0,678,1461,Y,1509,0,0,1509,1,0,2,0,3,1,Gd,5,Typ,1,Attchd,1988,RFn,2,600,TA,Y,224,0,0,0,0,0,8,2008,175000
30,RM,8960,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,5,6,1927,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,1008,1008,Y,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Detchd,1927,Unf,2,360,TA,Y,0,0,130,0,0,0,3,2010,115000
20,RL,5400,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,7,1954,2000,None,0,Gd,TA,TA,No,Rec,415,Unf,0,418,833,Y,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,0,Detchd,1955,Unf,1,326,TA,Y,0,0,0,0,0,0,8,2006,117000
50,RM,8520,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,6,7,1916,1950,None,0,Gd,TA,TA,No,Rec,168,LwQ,546,0,714,N,1664,862,0,2526,0,0,2,0,5,1,Gd,10,Typ,1,Detchd,1916,Unf,1,216,TA,Y,88,15,0,0,0,0,8,2007,136000
20,RL,21695,IR1,Lvl,Corner,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,BrkFace,260,Gd,Gd,TA,No,GLQ,808,Unf,0,72,880,Y,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Attchd,1988,Fin,2,540,TA,Y,292,44,0,182,0,0,12,2009,222000
50,RM,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,3,7,1948,2002,None,0,Gd,TA,TA,No,ALQ,331,Unf,0,318,649,Y,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,Detchd,1981,Unf,1,308,TA,Y,0,176,0,0,0,0,6,2007,120000
60,RL,12384,Reg,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,7,7,1976,1976,BrkFace,233,TA,Gd,TA,No,Unf,0,Unf,0,793,793,Y,1142,793,0,1935,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1976,RFn,2,550,TA,Y,0,113,252,0,0,0,11,2007,197900
20,RL,10335,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1968,1993,None,0,TA,TA,TA,No,Rec,570,Unf,0,891,1461,Y,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,Attchd,1968,RFn,2,440,TA,Y,0,96,180,0,0,0,7,2006,180000
70,RM,10440,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,8,1904,2002,None,0,TA,TA,TA,No,Unf,0,Unf,0,650,650,Y,958,581,0,1539,0,0,2,0,3,1,Gd,8,Typ,1,Detchd,1983,Unf,2,686,TA,P,70,78,68,0,0,0,6,2008,157500
20,RL,7560,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1965,None,0,TA,TA,TA,No,LwQ,504,Unf,0,525,1029,Y,1339,0,0,1339,0,0,1,0,3,1,TA,6,Min1,0,Attchd,1958,Unf,1,294,TA,Y,0,0,0,0,0,0,5,2009,139000
60,RL,12224,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,BrkFace,40,TA,Gd,TA,No,GLQ,695,Unf,0,297,992,Y,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2000,RFn,2,390,TA,Y,24,48,0,0,0,0,7,2009,244000
20,RL,17500,Reg,Lvl,Inside,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,None,0,Gd,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,Y,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,Attchd,1959,Fin,2,567,TA,Y,0,207,162,0,0,0,5,2010,335000
20,RL,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,None,0,TA,Gd,TA,No,Unf,0,Unf,0,1212,1212,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2001,RFn,2,573,TA,Y,356,0,0,0,0,0,6,2009,178000
20,RL,17140,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1956,1956,None,0,TA,TA,TA,No,ALQ,1059,Unf,0,75,1134,Y,1229,0,0,1229,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1956,RFn,1,284,TA,Y,0,0,0,0,0,0,4,2009,135000
70,RL,9842,Reg,Lvl,Inside,SWISU,Feedr,1Fam,2Story,5,6,1921,1998,None,0,TA,TA,Fa,No,Unf,0,Unf,0,612,612,Y,990,1611,0,2601,0,0,3,1,4,1,TA,8,Typ,0,BuiltIn,1998,RFn,2,621,TA,Y,183,0,301,0,0,0,5,2008,189000
20,RM,8235,IR1,HLS,Inside,OldTown,Feedr,1Fam,1Story,5,7,1955,1995,None,0,Gd,TA,TA,No,LwQ,180,Rec,645,0,825,Y,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,0,Detchd,1963,RFn,2,720,TA,Y,140,50,0,0,0,0,6,2008,125000
40,RM,9100,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,1Story,5,6,1930,1960,None,0,TA,TA,TA,No,Unf,0,Unf,0,742,742,Y,779,0,156,935,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1988,Unf,1,308,TA,P,0,0,0,0,0,0,8,2008,79500
50,C (all),8712,Reg,HLS,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,7,1900,1950,None,0,TA,TA,TA,Mn,Unf,0,Unf,0,859,859,Y,859,319,0,1178,0,0,1,0,2,1,TA,7,Typ,0,Detchd,1964,RFn,1,384,TA,N,68,0,98,0,0,0,1,2010,102776
60,RL,9240,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2001,2002,BrkFace,396,TA,Gd,TA,No,Unf,0,Unf,0,1055,1055,Y,1055,1208,0,2263,0,0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2001,Fin,2,905,TA,Y,0,45,0,0,189,0,9,2008,287000
60,RL,8366,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,None,0,TA,Gd,TA,No,Unf,0,Unf,0,798,798,Y,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,2004,RFn,2,520,TA,Y,138,45,0,0,0,0,12,2008,173000
80,RL,7819,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,None,0,TA,TA,TA,Av,ALQ,422,BLQ,127,480,1029,Y,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,Detchd,1976,Unf,2,672,TA,Y,144,0,0,0,0,0,3,2010,107000
50,RM,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,816,816,Y,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Detchd,1985,Unf,2,528,TA,Y,112,0,0,0,0,0,9,2006,114500
120,RL,4923,Reg,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2002,None,0,TA,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,Y,1593,0,0,1593,1,0,1,1,0,1,Ex,5,Typ,1,Attchd,2001,Fin,2,682,TA,Y,0,120,0,0,224,0,8,2008,286000
50,RL,11500,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,7,1936,1987,None,0,TA,Gd,TA,No,Rec,223,Unf,0,794,1017,Y,1020,1037,0,2057,0,0,1,1,3,1,Gd,6,Typ,1,Attchd,1936,Fin,1,180,TA,Y,0,0,0,0,322,0,6,2006,250000
75,RL,25419,Reg,Lvl,Corner,NAmes,Artery,1Fam,2Story,8,4,1918,1990,None,0,Gd,TA,TA,No,GLQ,1036,LwQ,184,140,1360,Y,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Typ,1,Detchd,1918,Unf,2,795,TA,Y,0,16,552,0,0,512,3,2006,235000
45,RM,6380,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,6,1922,1950,None,0,TA,TA,Fa,No,Unf,0,Unf,0,993,993,Y,1048,0,0,1048,0,0,1,0,2,1,TA,5,Typ,1,Detchd,1922,Unf,1,280,TA,Y,0,0,116,0,0,0,8,2006,113000
20,RL,10264,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,BrkFace,183,TA,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Y,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,1999,RFn,2,472,TA,Y,158,29,0,0,0,0,8,2006,214000
90,RM,7060,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1998,BrkFace,200,Gd,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,Y,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,Attchd,1997,Fin,4,784,TA,Y,0,0,0,0,0,0,11,2008,206300
60,RL,8462,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1994,1994,BrkFace,105,Gd,Gd,Gd,No,GLQ,814,Unf,0,114,928,Y,936,785,0,1721,0,1,2,1,3,1,Gd,7,Typ,0,Attchd,1994,RFn,2,471,TA,Y,300,87,0,0,0,0,7,2007,201000
20,RL,9187,Reg,Bnk,Corner,Mitchel,Norm,1Fam,1Story,6,5,1983,1983,None,0,Gd,TA,TA,No,ALQ,336,Unf,0,748,1084,Y,1080,0,0,1080,0,0,1,1,3,1,TA,5,Typ,0,Attchd,1983,Unf,2,484,TA,Y,120,0,158,0,0,0,6,2007,134000
70,RL,7259,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,None,0,TA,TA,TA,No,ALQ,774,LwQ,150,104,1028,Y,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,Detchd,1945,Unf,1,180,TA,Y,224,0,0,0,0,0,7,2007,259500
20,RL,8973,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,1991,BrkFace,85,TA,TA,TA,No,Rec,567,BLQ,28,413,1008,Y,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,2Types,1998,RFn,2,750,TA,Y,0,80,0,180,0,0,7,2006,150000
20,RL,12160,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,BrkFace,180,TA,TA,TA,No,Rec,1000,Unf,0,188,1188,Y,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1959,RFn,2,531,TA,Y,0,0,0,0,0,0,5,2010,142000
190,RM,9142,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,6,8,1910,1950,None,0,Fa,Fa,TA,No,Unf,0,Unf,0,1020,1020,N,908,1020,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,Detchd,1910,Unf,1,440,Po,Y,0,60,112,0,0,0,4,2006,137000
80,RL,9587,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2005,2005,Stone,182,TA,Gd,TA,Gd,GLQ,655,Unf,0,201,856,Y,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,Attchd,2005,Fin,2,400,TA,Y,212,0,0,0,0,0,7,2008,190000
90,RL,11345,Reg,Lvl,Corner,NAmes,Feedr,Duplex,2Story,5,5,1948,1950,Stone,567,TA,TA,TA,No,Rec,220,Unf,0,708,928,Y,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,Detchd,1948,Unf,2,400,Fa,Y,0,0,0,0,0,0,7,2007,137000
20,RL,9200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1965,1965,None,0,TA,TA,TA,No,Rec,892,Unf,0,244,1136,Y,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Attchd,1965,RFn,1,384,TA,Y,426,0,0,0,0,0,7,2008,140000
50,RL,9144,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1940,1982,None,0,TA,TA,TA,No,Rec,399,Unf,0,484,883,Y,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,Detchd,1940,Unf,1,240,TA,N,0,0,0,0,0,0,7,2008,145000
20,RL,6951,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,None,0,TA,TA,TA,No,ALQ,658,Unf,0,218,876,Y,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,Attchd,1984,Unf,1,264,TA,Y,362,0,0,0,0,0,10,2008,119500
120,RM,4426,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,BrkFace,147,TA,Gd,TA,Gd,GLQ,697,Unf,0,151,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Attchd,2004,RFn,2,420,TA,Y,149,0,0,0,0,0,5,2008,141000
160,FV,3604,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,7,5,2007,2007,None,0,TA,Gd,TA,No,Unf,0,Unf,0,689,689,Y,703,689,0,1392,0,0,2,0,2,1,Gd,5,Typ,0,Detchd,2007,Unf,2,540,TA,Y,0,102,0,0,0,0,2,2008,146000
80,RL,9880,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,None,0,TA,TA,TA,Av,ALQ,522,Unf,0,574,1096,Y,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1977,Fin,1,358,TA,Y,203,0,0,0,0,576,7,2008,171000
20,RL,57200,IR1,Bnk,Inside,Timber,Norm,1Fam,1Story,5,5,1948,1950,None,0,TA,TA,TA,Av,BLQ,353,Rec,334,60,747,Y,1687,0,0,1687,1,0,1,0,3,1,TA,7,Min1,2,Detchd,1966,Unf,2,572,TA,N,0,0,50,0,0,0,6,2010,160000
20,RL,12342,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1978,None,0,TA,TA,TA,No,Unf,0,Unf,0,978,978,Y,1422,0,0,1422,0,0,1,0,3,1,TA,6,Min1,1,Attchd,1960,RFn,1,286,TA,Y,0,0,36,0,0,0,8,2007,139900
120,RM,5587,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,Stone,186,TA,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Y,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Attchd,2008,Fin,2,482,TA,Y,162,53,0,153,0,0,11,2008,392500
90,RM,9100,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1Story,5,5,1963,1963,BrkFace,336,TA,TA,TA,No,Rec,1332,Unf,0,396,1728,Y,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,Detchd,1963,Unf,2,504,TA,Y,0,0,0,0,0,0,11,2006,125000
30,RL,10200,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,8,1940,1997,None,0,TA,TA,TA,No,Unf,0,Unf,0,672,672,Y,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1940,Unf,1,240,TA,N,168,0,0,0,0,0,8,2008,108000
60,RL,10400,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,None,0,TA,Gd,TA,Av,Unf,0,Unf,0,866,866,Y,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,1998,RFn,2,546,TA,Y,198,36,0,0,0,0,3,2009,197900
20,RL,11341,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1957,1996,BrkFace,180,TA,Gd,TA,No,ALQ,1302,Unf,0,90,1392,Y,1392,0,0,1392,1,0,1,1,3,1,TA,5,Mod,1,Detchd,1957,Unf,2,528,TA,Y,0,0,0,0,95,0,5,2010,121500
20,RL,7931,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,None,0,TA,TA,TA,No,BLQ,1148,Unf,0,0,1148,Y,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1959,Unf,1,672,TA,Y,0,0,0,0,0,0,7,2009,132500
50,RM,8820,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,6,1890,1996,None,0,TA,TA,TA,No,LwQ,1088,Unf,0,0,1088,Y,1188,561,120,1869,0,0,1,0,2,1,TA,7,Typ,0,Detchd,1963,Unf,2,456,TA,Y,48,0,244,0,0,0,9,2009,124900
80,RL,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,None,0,TA,TA,TA,Av,ALQ,400,Rec,480,100,980,Y,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,Attchd,1967,Fin,1,384,TA,Y,68,0,0,0,0,0,10,2006,135500
60,RL,18800,IR1,Lvl,FR2,NWAmes,Norm,1Fam,2Story,6,5,1976,1976,BrkFace,120,TA,Gd,TA,Mn,GLQ,712,Unf,0,84,796,Y,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,Attchd,1976,Fin,2,566,TA,Y,306,111,0,0,0,0,7,2006,190000
70,RL,12168,Reg,HLS,Inside,Crawfor,Norm,1Fam,2Story,8,6,1934,1998,None,0,TA,Gd,TA,Mn,BLQ,428,Unf,0,537,965,Y,1940,1254,0,3194,0,0,2,1,4,1,TA,10,Typ,2,Basment,1934,Unf,2,380,TA,Y,0,0,0,0,0,0,9,2007,359100
60,RL,13517,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,2Story,6,8,1976,2005,BrkFace,289,TA,TA,TA,No,GLQ,533,Unf,0,192,725,Y,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,1976,RFn,2,475,TA,Y,0,44,0,0,0,0,3,2010,130500
20,RL,11457,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,6,5,1988,1988,None,0,TA,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,Y,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,Attchd,1988,Unf,2,576,TA,Y,0,0,169,0,0,0,3,2009,175000
120,RH,4060,Reg,Lvl,Inside,NAmes,Norm,TwnhsE,1Story,6,5,1998,1999,None,0,TA,Gd,TA,No,GLQ,266,Unf,0,1139,1405,Y,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,Attchd,1998,Fin,2,511,TA,Y,144,68,0,0,0,0,8,2008,181000
90,RL,7728,Reg,Lvl,Inside,NAmes,Norm,Duplex,SLvl,5,6,1962,1962,BrkFace,120,TA,TA,TA,Av,ALQ,803,Unf,0,303,1106,Y,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1962,Unf,2,540,TA,Y,0,18,0,0,0,0,5,2006,132500
120,RL,3982,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2006,2006,None,0,TA,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,Y,1567,0,0,1567,1,0,2,0,1,1,Ex,7,Typ,1,Attchd,2006,Fin,3,648,TA,Y,312,0,0,0,0,0,10,2006,264561
20,RL,8480,Reg,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,None,0,TA,TA,TA,No,GLQ,630,Unf,0,340,970,Y,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1996,Unf,2,624,TA,Y,0,24,0,0,192,0,7,2007,132500
20,RL,9650,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1977,1977,BrkFace,360,TA,Gd,TA,No,ALQ,686,Unf,0,664,1350,Y,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,Attchd,1977,RFn,2,630,TA,Y,0,16,0,0,0,0,4,2009,167900
90,RL,6979,Reg,Lvl,Inside,OldTown,Norm,Duplex,SFoyer,6,5,1980,1980,None,0,TA,TA,TA,No,GLQ,1056,Unf,0,0,1056,Y,1056,0,0,1056,2,0,0,0,0,2,TA,4,Typ,0,Detchd,1980,Unf,2,576,TA,Y,264,56,0,0,0,0,6,2010,144000
20,RL,16196,IR3,Low,Inside,SawyerW,Norm,1Fam,1Story,7,5,1998,1998,None,0,TA,Gd,TA,Gd,GLQ,1443,Unf,0,39,1482,Y,1494,0,0,1494,1,0,2,0,3,1,Gd,5,Typ,1,Attchd,1998,RFn,2,514,TA,Y,402,25,0,0,0,0,8,2007,215000
60,RL,8880,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1994,2002,None,0,TA,Gd,TA,No,GLQ,695,Unf,0,253,948,Y,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Attchd,1994,RFn,2,463,TA,Y,0,130,0,0,0,0,5,2010,205000
60,RL,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,5,1976,1976,None,0,TA,Gd,TA,No,GLQ,194,Unf,0,638,832,Y,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,Attchd,1976,RFn,2,528,TA,Y,0,28,0,0,259,0,3,2006,162900
60,RL,10542,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,BrkFace,651,TA,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,Y,1325,1093,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,Attchd,1993,RFn,3,983,TA,Y,250,154,216,0,0,0,8,2008,341000
60,RL,13474,Reg,Lvl,Inside,SawyerW,Feedr,1Fam,2Story,7,5,1990,1991,BrkFace,246,TA,Gd,TA,No,ALQ,700,Unf,0,0,700,Y,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,1990,RFn,3,746,TA,Y,127,44,224,0,0,0,6,2007,225000
20,RL,9672,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,6,5,1984,1985,None,0,TA,Gd,TA,No,GLQ,338,Unf,0,702,1040,Y,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,Attchd,1986,Unf,2,480,TA,Y,0,0,0,0,0,0,5,2010,152000
30,RL,10267,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,1Story,6,7,1918,2000,None,0,Gd,TA,Gd,Mn,Rec,210,ALQ,606,0,816,Y,838,0,0,838,1,0,1,0,2,1,Fa,5,Typ,0,Detchd,1961,Fin,1,275,TA,N,0,0,112,0,0,0,5,2008,130000
60,RL,9765,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,BrkFace,68,Gd,Gd,Gd,No,ALQ,310,Unf,0,370,680,Y,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,BuiltIn,1993,Fin,2,420,TA,Y,232,63,0,0,0,0,4,2009,185000
60,RL,11050,Reg,Lvl,Inside,CollgCr,PosN,1Fam,2Story,9,5,2000,2000,BrkFace,204,TA,Ex,TA,Mn,GLQ,904,Unf,0,536,1440,Y,1476,677,0,2153,1,0,2,1,3,1,Ex,8,Typ,2,Attchd,2000,Fin,3,736,TA,Y,253,142,0,0,0,0,5,2009,313000
80,RL,14115,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,BrkFace,225,TA,Gd,TA,Av,GLQ,1036,Unf,0,336,1372,Y,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,Attchd,1980,Unf,2,588,TA,Y,233,48,0,0,0,0,6,2009,187500
120,RH,4058,Reg,Lvl,Inside,NAmes,Norm,TwnhsE,SFoyer,7,5,1998,1998,BrkFace,182,TA,Gd,TA,Av,GLQ,584,LwQ,139,0,723,Y,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,Attchd,1998,Fin,1,367,TA,Y,120,40,0,0,0,0,6,2007,133000
60,RL,18450,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,5,1965,1979,BrkCmn,113,Gd,Gd,TA,No,LwQ,187,Rec,723,111,1021,Y,1465,915,0,2380,0,0,2,1,3,1,TA,7,Sev,1,CarPort,1965,Unf,2,596,TA,Y,0,265,0,0,0,0,8,2007,129000
160,RM,2016,Reg,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,5,5,1970,1970,BrkFace,304,TA,TA,TA,No,Unf,0,Unf,0,630,630,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,Detchd,1970,Unf,2,440,TA,Y,0,0,0,0,0,0,4,2007,106000
