t,re78,age,educ,married,black,hispanic,nodegree,re74,u74,re75,u75
0,8.4821997,18,11,0,0,0,1,0,1,1.4179,0
0,25.564699,36,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,45,14,1,0,0,0,25.862301,0,25.2435,0
0,16.653999,40,13,1,0,0,0,25.862301,0,25.2435,0
0,12.9331,27,12,1,0,0,0,15.0746,0,16.2024,0
0,25.564699,24,16,1,0,0,0,6.8006001,0,25.2435,0
0,15.788,31,7,1,1,0,1,17.8626,0,19.459,0
0,6.8965998,37,12,1,1,0,0,0,1,4.3056998,0
0,0,33,12,1,1,0,0,14.2948,0,12.4338,0
0,25.564699,42,12,1,0,1,0,25.862301,0,13.0335,0
0,25.564699,48,10,1,0,1,1,25.862301,0,25.2435,0
0,19.3139,27,12,1,1,0,0,17.968399,0,15.5275,0
0,12.4129,43,10,1,0,0,1,16.4578,0,8.4664001,0
0,21.076799,50,9,1,0,0,1,20.930799,0,20.5798,0
0,20.184299,46,12,1,1,0,0,22.124001,0,19.604,0
0,25.564699,24,15,1,0,0,0,22.9352,0,24.3752,0
0,21.990101,25,12,1,0,0,0,4.9334002,0,6.2786999,0
0,25.564699,34,16,0,0,0,0,25.862301,0,25.2435,0
0,25.564699,49,12,1,0,0,0,25.862301,0,25.2435,0
0,13.5655,24,12,0,0,0,0,21.548,0,22.5921,0
0,0,54,12,0,0,0,0,0,1,0,1
0,2.8668001,50,8,0,0,1,1,10.3273,0,7.3994002,0
0,17.273199,47,5,1,0,0,1,25.862301,0,17.3769,0
0,0,27,16,0,0,0,0,1.6928,0,0,1
0,11.2544,24,12,0,0,0,0,12.4061,0,12.9315,0
0,13.6956,24,14,1,0,0,0,25.6546,0,25.2435,0
0,24.2628,43,12,1,0,1,0,25.862301,0,18.737499,0
0,11.9105,20,12,0,1,0,0,0,1,4.4345999,0
0,2.1117001,36,10,0,0,1,1,9.0791998,0,12.7847,0
0,17.0042,27,12,1,0,0,0,20.127501,0,21.496401,0
0,25.564699,33,12,0,0,0,0,25.862301,0,25.2435,0
0,23.9244,25,18,0,0,0,0,12.9175,0,19.2621,0
0,22.094999,31,16,1,0,0,0,12.988,0,19.4286,0
0,24.454901,40,12,1,0,0,0,22.7432,0,25.2435,0
0,20.575899,29,8,1,0,0,1,9.1694002,0,6.3520999,0
0,21.9708,37,12,1,0,0,0,16.806601,0,12.6379,0
0,9.2831001,45,8,1,0,0,1,10.1901,0,7.3045001,0
0,.2098,22,8,1,0,0,1,.1058,0,.043000001,0
0,.2379,18,10,0,0,0,1,0,1,1.4913,0
0,2.5253999,19,12,1,0,0,0,4.9745998,0,4.9467001,0
0,25.564699,30,12,1,0,0,0,21.4011,0,20.834,0
0,10.081,22,11,1,0,0,1,10.488,0,12.4535,0
0,25.564699,42,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,44,12,1,0,0,0,25.862301,0,25.2435,0
0,6.1178002,18,12,0,0,0,0,3.4521999,0,8.2049999,0
0,25.564699,33,17,1,0,0,0,20.729,0,25.2435,0
0,20.5744,30,12,1,0,0,0,16.4813,0,17.391199,0
0,20.822701,30,12,1,0,0,0,19.5868,0,18.499399,0
0,2.6614001,44,12,1,0,0,0,15.1882,0,15.1139,0
0,7.5275002,37,8,1,0,0,1,2.5843,0,0,1
0,6.1768999,40,11,0,0,0,1,1.0520999,0,1.8852,0
0,6.0542002,23,10,1,0,0,1,19.9669,0,15.7674,0
0,25.564699,40,12,1,0,0,0,23.9795,0,23.481899,0
0,0,43,16,1,0,0,0,0,1,1.9658,0
0,25.564699,41,12,1,0,0,0,17.176901,0,19.792,0
0,16.834299,24,13,1,0,1,0,16.005301,0,14.8131,0
0,25.283899,40,12,1,0,0,0,24.671101,0,23.1936,0
0,0,33,13,0,0,0,0,11.3853,0,16.0646,0
0,0,38,11,1,0,0,1,19.5888,0,16.526501,0
0,13.4473,36,12,1,0,0,0,17.8293,0,16.291901,0
0,1.2029001,39,12,1,0,0,0,1.2891999,0,0,1
0,9.9406996,37,10,1,0,0,1,9.1321001,0,4.5689001,0
0,1.921,42,10,1,0,0,1,12.7352,0,11.6371,0
0,18.243999,25,16,0,0,0,0,11.1757,0,7.8130002,0
0,14.1389,27,15,0,0,0,0,15.2607,0,19.3713,0
0,8.8309002,25,17,0,0,0,0,10.3371,0,19.004299,0
0,8.8411999,47,8,1,0,0,1,13.3465,0,13.1141,0
0,17.9751,25,14,1,0,0,0,17.8528,0,17.9086,0
0,25.564699,27,16,1,0,0,0,18.015499,0,18.5907,0
0,16.297899,49,10,1,0,0,1,17.290501,0,14.2402,0
0,15.259,36,11,1,0,0,1,18.289801,0,15.3341,0
0,0,43,11,1,0,0,1,25.862301,0,25.2435,0
0,20.744301,18,12,0,0,0,0,2.5118001,0,2.3901,0
0,25.564699,42,12,1,0,0,0,25.862301,0,22.2125,0
0,12.8281,26,12,0,0,0,0,10.1412,0,4.2377,0
0,23.323,54,12,1,0,0,0,22.416,0,21.1187,0
0,0,20,14,0,0,0,0,.3037,0,1.1243,0
0,8.7407999,17,10,0,0,0,1,.1215,0,1.5951999,0
0,25.564699,24,14,1,0,0,0,21.3286,0,22.157,0
0,11.5809,24,12,0,0,0,0,13.5131,0,4.8697,0
0,25.564699,29,12,1,0,0,0,24.1989,0,23.9671,0
0,25.564699,32,8,1,0,0,1,20.8368,0,22.8624,0
0,25.564699,24,16,1,0,0,0,20.3764,0,25.2435,0
0,25.564699,29,18,1,0,0,0,25.862301,0,25.2435,0
0,10.8879,17,11,0,0,0,1,.49959999,0,0,1
0,3.0353,51,10,0,0,0,1,10.9033,0,15.3431,0
0,3.7874,42,12,1,0,0,0,25.862301,0,25.2435,0
0,5.6005998,24,14,0,0,0,0,2.7135999,0,6.8659,0
0,0,47,12,1,0,0,0,8.2642002,0,0,1
0,2.8771,39,14,1,0,0,0,0,1,0,1
0,0,17,10,0,0,0,1,0,1,.2489,0
0,18.844,28,12,1,0,0,0,17.8862,0,17.3428,0
0,25.564699,30,14,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,47,12,1,0,0,0,25.862301,0,24.6653,0
0,16.905199,23,16,1,1,0,0,5.8994002,0,8.5469999,0
0,25.564699,44,9,1,0,0,1,25.862301,0,25.2435,0
0,25.564699,49,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,34,12,1,0,0,0,25.862301,0,25.2435,0
0,0,50,13,1,0,0,0,0,1,0,1
0,21.7551,34,13,1,0,0,0,19.7416,0,19.763399,0
0,14.5275,29,12,1,0,0,0,14.8277,0,14.2098,0
0,16.7323,19,10,0,0,0,1,4.7649002,0,5.4551001,0
0,10.746,21,12,1,0,0,0,13.6012,0,7.2024999,0
0,13.5921,31,12,1,0,0,0,17.069099,0,16.963301,0
0,9.7811003,42,8,1,0,0,1,20.2647,0,18.893299,0
0,18.041599,36,8,1,0,0,1,18.8482,0,18.503,0
0,25.564699,38,12,1,0,0,0,25.862301,0,25.2435,0
0,14.2246,42,9,1,0,0,1,17.8391,0,17.4377,0
0,8.1482,18,10,0,0,0,1,0,1,1.8745,0
0,20.7325,27,15,1,0,0,0,20.0413,0,20.5457,0
0,18.906,34,7,1,0,0,1,18.5464,0,15.1622,0
0,0,37,12,0,0,0,0,0,1,0,1
0,2.8297999,17,9,0,0,0,1,0,1,0,1
0,24.3958,39,13,1,0,0,0,21.7616,0,23.7253,0
0,21.375299,42,11,1,0,0,1,21.0229,0,14.8239,0
0,4.0327001,16,9,0,0,0,1,0,1,0,1
0,.19509999,42,16,1,0,0,0,25.862301,0,24.321501,0
0,25.564699,35,11,1,1,0,1,25.862301,0,23.7146,0
0,4.7849002,24,12,1,1,0,0,25.862301,0,22.583099,0
0,18.913401,37,12,1,1,0,0,11.975,0,15.3162,0
0,.8822,16,9,0,0,0,1,0,1,0,1
0,25.564699,26,12,0,0,0,0,25.862301,0,12.6862,0
0,24.777,27,12,0,0,0,0,21.888901,0,25.2435,0
0,25.564699,31,15,1,0,0,0,24.471201,0,25.000099,0
0,25.564699,49,9,1,0,0,1,25.862301,0,25.2435,0
0,25.564699,38,16,1,0,0,0,25.482201,0,24.6348,0
0,25.564699,34,16,1,0,0,0,25.862301,0,25.2435,0
0,8.3535995,16,10,0,0,0,1,.241,0,.77340001,0
0,25.564699,46,12,1,0,0,0,25.862301,0,25.2435,0
0,24.793301,22,12,0,0,0,0,10.6839,0,11.2987,0
0,21.893999,20,12,0,0,0,0,5.7073002,0,13.4596,0
0,25.564699,37,16,1,0,0,0,23.158501,0,25.2435,0
0,25.564699,37,12,1,0,0,0,25.862301,0,25.2435,0
0,0,51,12,1,0,0,0,19.880699,0,19.5324,0
0,25.320801,55,12,1,0,0,0,25.4097,0,22.565201,0
0,21.431499,21,14,0,0,0,0,13.1957,0,11.4527,0
0,8.4835997,19,12,0,0,0,0,7.3139,0,10.4071,0
0,2.3199999,19,12,0,0,0,0,.75629997,0,3.7955,0
0,0,37,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,35,13,1,0,0,0,25.862301,0,25.2435,0
0,0,19,12,0,1,0,0,1.6556,0,0,1
0,25.564699,30,13,1,0,0,0,17.0907,0,15.216,0
0,12.8474,19,12,0,0,0,0,1.3382,0,5.0201001,0
0,0,46,12,1,0,0,0,0,1,0,1
0,25.564699,55,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,53,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,28,17,0,0,0,0,9.9923,0,14.4945,0
0,18.8927,24,16,0,0,0,0,10.7211,0,14.6771,0
0,3.2879,30,12,0,0,0,0,15.0766,0,16.626699,0
0,18.913401,24,13,0,0,0,0,1.9122,0,4.0174999,0
0,25.564699,37,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,43,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,40,16,1,0,0,0,25.862301,0,25.2435,0
0,0,22,12,1,0,0,0,1.2226,0,0,1
0,10.6943,22,12,0,0,0,0,11.2991,0,13.0676,0
0,25.564699,34,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,52,12,1,0,0,0,14.5671,0,20.470501,0
0,19.052299,29,12,1,0,0,0,18.767799,0,18.025,0
0,0,27,12,0,0,0,0,20.086399,0,13.5921,0
0,0,26,12,1,0,0,0,0,1,0,1
0,18.4021,29,12,1,0,0,0,21.8027,0,21.7703,0
0,25.564699,34,14,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,34,12,1,0,0,0,23.6425,0,23.5427,0
0,25.564699,42,18,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,31,16,1,0,0,0,25.862301,0,25.2435,0
0,25.042999,29,13,1,0,0,0,17.547199,0,18.99,0
0,0,52,9,0,1,0,1,10.3704,0,7.6787,0
0,8.0950003,17,11,0,0,0,1,0,1,1.0688,0
0,19.905001,55,8,1,0,0,1,17.088699,0,19.323,0
0,13.9157,16,10,0,0,0,1,0,1,0,1
0,0,54,11,1,0,0,1,0,1,0,1
0,25.564699,38,12,1,0,0,0,25.862301,0,25.2435,0
0,19.2001,49,6,1,0,0,1,18.4014,0,22.670799,0
0,0,28,12,1,0,0,0,.9052,0,0,1
0,9.6954002,19,12,0,0,0,0,3.0388,0,5.4157,0
0,19.989201,40,9,1,0,0,1,20.681999,0,19.98,0
0,0,47,12,1,0,0,0,0,1,0,1
0,19.8976,53,12,1,0,0,0,21.775299,0,20.2414,0
0,21.73,28,12,1,0,0,0,20.868099,0,15.9804,0
0,25.564699,44,16,1,0,0,0,25.862301,0,25.2435,0
0,0,48,17,1,0,0,0,0,1,0,1
0,.7256,16,10,0,0,0,1,0,1,0,1
0,0,51,10,1,0,0,1,22.946899,0,22.715599,0
0,0,23,14,1,0,0,0,10.0158,0,16.4781,0
0,8.1451998,17,10,0,0,0,1,0,1,1.5934,0
0,17.4608,26,12,1,0,0,0,15.3783,0,15.5167,0
0,0,42,17,1,0,0,0,1.9103,0,.98830003,0
0,25.564699,44,12,1,0,0,0,24.6966,0,25.2435,0
0,13.935,39,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,26,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,29,17,1,0,0,0,25.862301,0,25.2435,0
0,0,30,14,1,0,0,0,3.1995001,0,.050099999,0
0,20.0616,49,8,1,0,0,1,25.862301,0,18.4779,0
0,23.154499,33,9,1,0,0,1,19.287001,0,18.8288,0
0,0,34,12,1,0,0,0,9.2086,0,16.315201,0
0,6.0882001,51,10,1,1,0,1,7.8762999,0,7.4548998,0
0,25.564699,33,12,1,1,0,0,25.862301,0,25.2435,0
0,2.9747,25,16,0,1,0,0,0,1,2.0230999,0
0,16.4382,26,16,0,1,0,0,12.9077,0,12.6522,0
0,0,30,14,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,24,12,1,0,0,0,19.6201,0,19.009701,0
0,25.564699,34,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,41,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,47,16,1,0,0,0,25.862301,0,25.2435,0
0,2.5077,17,11,0,0,0,1,1.393,0,2.852,0
0,5.2783999,36,12,1,0,0,0,14.6161,0,17.8298,0
0,25.564699,31,18,1,0,0,0,25.862301,0,20.599501,0
0,2.1471,39,12,1,0,0,0,25.862301,0,25.2435,0
0,0,46,12,1,0,0,0,25.862301,0,25.2435,0
0,0,20,13,0,0,0,0,5.6917,0,6.1192999,0
0,2.1294,18,11,0,0,0,1,0,1,0,1
0,25.564699,51,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,38,9,1,0,0,1,25.862301,0,25.2435,0
0,0,35,12,1,0,0,0,0,1,0,1
0,24.599701,31,14,1,0,0,0,25.862301,0,23.7665,0
0,25.564699,44,8,1,0,0,1,25.862301,0,25.2435,0
0,25.564699,28,12,1,0,0,0,25.572399,0,23.5875,0
0,25.564699,23,12,1,0,0,0,21.5049,0,25.2435,0
0,7.2171998,29,14,1,0,0,0,0,1,1.896,0
0,22.6861,35,8,1,0,1,1,23.3153,0,19.8475,0
0,25.564699,36,14,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,40,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,52,7,1,0,1,1,25.862301,0,14.5141,0
0,0,30,13,1,0,0,0,1.0639,0,0,1
0,25.564699,46,8,0,0,0,1,25.862301,0,24.4487,0
0,25.564699,46,8,1,0,0,1,16.679199,0,23.059299,0
0,15.6639,33,12,0,0,0,0,6.5830998,0,9.9541998,0
0,18.7169,34,12,1,1,0,0,0,1,0,1
0,25.564699,43,9,1,0,0,1,25.862301,0,25.2435,0
0,11.7908,17,11,0,0,0,1,0,1,3.2207999,0
0,0,21,12,0,0,0,0,14.91,0,17.9569,0
0,25.564699,32,12,0,0,0,0,19.373199,0,16.6052,0
0,20.7089,42,12,0,0,0,0,21.1542,0,19.7061,0
0,25.564699,43,12,1,0,1,0,25.862301,0,25.2435,0
0,17.2983,49,7,1,0,0,1,21.508801,0,17.9175,0
0,16.6791,37,10,1,0,1,1,13.3563,0,12.5913,0
0,13.0084,20,14,0,0,0,0,3.2014,0,3.6147001,0
0,12.7809,25,17,1,0,0,0,8.3484001,0,3.4589,0
0,1.3063,20,13,0,1,0,0,.81309998,0,0,1
0,16.7323,31,12,1,0,0,0,18.809,0,21.834801,0
0,19.110001,21,14,1,0,0,0,16.781099,0,21.1759,0
0,25.564699,37,9,1,1,0,1,25.862301,0,25.2435,0
0,20.352699,25,12,1,0,0,0,25.862301,0,22.328899,0
0,2.9022999,33,12,1,0,0,0,7.9938002,0,10.2514,0
0,25.564699,44,12,0,0,0,0,25.862301,0,16.696501,0
0,3.9175,22,12,0,0,0,0,1.2912,0,0,1
0,25.564699,47,8,1,1,0,1,25.862301,0,25.2435,0
0,14.9088,29,12,0,1,0,0,25.862301,0,25.2435,0
0,3.0929,24,13,0,1,0,0,13.2015,0,14.165,0
0,25.564699,54,14,1,1,0,0,23.5543,0,24.747601,0
0,24.981001,22,12,0,1,0,0,15.5527,0,3.9495001,0
0,25.564699,49,14,1,0,0,0,25.862301,0,0,1
0,25.564699,53,10,1,0,0,1,23.015499,0,23.284901,0
0,1.4392999,22,12,1,0,0,0,24.097,0,9.1091995,0
0,0,43,14,1,0,0,0,25.862301,0,18.782301,0
0,25.564699,44,12,1,0,0,0,25.862301,0,25.2435,0
0,23.225401,47,12,1,0,0,0,23.3701,0,3.8276999,0
0,25.564699,46,17,0,0,0,0,25.862301,0,25.2435,0
0,25.564699,53,5,0,0,0,1,20.497801,0,23.6931,0
0,25.564699,27,14,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,42,16,1,0,0,0,23.186001,0,23.7558,0
0,25.564699,54,14,1,0,0,0,25.862301,0,25.2435,0
0,16.352501,24,14,0,0,0,0,4.0497999,0,1.2138,0
0,1.4777,46,12,1,0,0,0,17.7999,0,9.7196999,0
0,.56599998,16,10,0,0,0,1,0,1,.71789998,0
0,25.564699,49,13,1,0,0,0,25.862301,0,17.5093,0
0,19.3361,17,11,0,0,0,1,0,1,0,1
0,25.564699,36,15,0,0,0,0,25.862301,0,25.2435,0
0,9.7530003,33,12,1,0,0,0,19.1029,0,18.619301,0
0,25.564699,42,9,1,0,1,1,25.862301,0,25.2435,0
0,25.564699,22,14,1,0,0,0,23.689501,0,22.744301,0
0,25.564699,27,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,22,14,0,0,0,0,5.9503002,0,3.8599,0
0,21.7684,26,16,1,0,0,0,16.7752,0,18.315001,0
0,25.564699,35,12,1,0,0,0,24.822001,0,25.2435,0
0,1.0152,37,6,1,0,1,1,13.7795,0,8.3213997,0
0,25.564699,41,12,1,0,0,0,25.862301,0,25.2435,0
0,2.3540001,29,14,1,0,0,0,8.7795,0,.8003,0
0,19.680401,53,10,1,0,0,1,15.3567,0,9.3043003,0
0,0,16,9,0,0,0,1,0,1,0,1
0,15.2427,25,12,1,0,0,0,16.820299,0,16.599899,0
0,25.564699,36,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,53,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,46,9,0,0,0,1,25.862301,0,25.2435,0
0,14.4596,40,8,1,0,0,1,22.462999,0,14.652,0
0,25.564699,37,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,55,12,1,0,0,0,25.862301,0,25.2435,0
0,0,17,11,0,0,0,1,.39379999,0,3.7704,0
0,0,49,12,1,0,0,0,22.737301,0,11.3113,0
0,14.0813,18,12,0,0,0,0,6.4382,0,8.3787003,0
0,23.6096,25,12,1,1,0,0,20.280399,0,19.9639,0
0,19.584299,26,12,1,0,0,0,16.273701,0,15.5346,0
0,25.564699,52,16,0,0,0,0,25.862301,0,25.2435,0
0,21.860001,44,12,1,0,0,0,20.6644,0,20.2432,0
0,25.564699,31,12,0,0,0,0,20.7153,0,24.1479,0
0,25.564699,24,12,0,0,0,0,22.0888,0,23.413799,0
0,25.564699,36,12,1,1,0,0,15.8348,0,19.98,0
0,25.564699,35,14,1,0,0,0,25.1119,0,25.2435,0
0,0,28,15,1,0,0,0,.58579999,0,0,1
0,1.822,32,16,1,0,0,0,0,1,0,1
0,.0148,32,12,1,0,0,0,19.6064,0,9.9202003,0
0,25.564699,33,14,1,0,0,0,25.862301,0,25.2435,0
0,8.5649004,27,15,0,0,0,0,3.5306001,0,5.5517998,0
0,25.564699,27,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,26,13,1,0,0,0,16.5676,0,9.9505997,0
0,0,25,16,1,1,0,0,1.2383,0,.2184,0
0,22.2309,30,12,1,1,0,0,18.211399,0,23.768299,0
0,25.564699,20,12,1,0,0,0,6.7693,0,19.446501,0
0,2.6273999,24,10,1,0,0,1,5.9738002,0,3.8025999,0
0,0,28,11,1,1,0,1,2.0455,0,.86110002,0
0,25.564699,32,12,1,0,0,0,25.2138,0,25.2435,0
0,23.2491,42,8,1,0,0,1,20.188299,0,21.054199,0
0,20.1828,17,11,0,0,0,1,0,1,0,1
0,20.1444,31,12,1,0,0,0,18.4053,0,18.0518,0
0,21.1492,30,14,1,0,0,0,17.533501,0,18.381201,0
0,0,16,9,0,0,0,1,1.1873,0,.76800001,0
0,25.564699,27,12,1,0,0,0,22.092699,0,21.8563,0
0,18.430201,40,8,1,0,0,1,19.4496,0,18.433201,0
0,0,21,11,1,0,0,1,2.9212999,0,.86650002,0
0,21.9856,41,8,1,0,0,1,20.632999,0,19.9818,0
0,14.6103,27,9,1,0,0,1,13.6228,0,18.925501,0
0,20.6098,47,12,1,0,0,0,25.862301,0,25.2435,0
0,19.851801,22,12,0,0,0,0,21.9203,0,12.3282,0
0,0,31,12,1,0,0,0,.4937,0,.2238,0
0,25.564699,43,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,30,12,1,0,0,0,18.423,0,19.1905,0
0,25.564699,32,18,1,0,0,0,25.862301,0,25.2435,0
0,19.7572,30,16,1,0,0,0,24.0089,0,25.2435,0
0,19.506001,27,16,1,0,0,0,19.1616,0,19.4429,0
0,15.9195,34,8,0,0,1,1,15.1726,0,13.9001,0
0,17.9263,31,12,1,0,0,0,17.578501,0,16.361799,0
0,25.564699,54,12,1,0,0,0,25.862301,0,19.5879,0
0,11.6223,16,10,0,0,0,1,0,1,2.7337999,0
0,2.9244001,17,9,0,0,0,1,0,1,1.0151,0
0,25.564699,28,16,1,0,0,0,12.5902,0,4.8821998,0
0,25.564699,32,9,1,0,0,1,11.8261,0,8.6507998,0
0,25.564699,37,12,1,0,0,0,25.862301,0,25.2435,0
0,12.1543,19,13,0,0,0,0,3.848,0,0,1
0,5.3937001,16,10,0,0,0,1,.1587,0,2.6282001,0
0,24.7918,34,9,1,0,0,1,18.805,0,16.138,0
0,17.199301,24,11,0,0,0,1,4.5532999,0,1.076,0
0,13.0941,20,10,0,0,0,1,14.0773,0,15.5579,0
0,18.8986,42,11,1,0,0,1,25.2236,0,21.3407,0
0,1.9979,42,12,1,0,0,0,.89929998,0,1.6131001,0
0,20.159201,28,14,1,0,0,0,19.7514,0,19.108101,0
0,24.747499,54,9,1,0,0,1,22.1182,0,21.0578,0
0,17.991301,42,8,1,0,0,1,21.8419,0,20.150101,0
0,25.564699,23,12,1,0,0,0,25.862301,0,25.2435,0
0,17.146099,55,11,1,0,0,1,0,1,6.9678998,0
0,3.8849001,19,12,0,0,0,0,4.6160002,0,5.3172998,0
0,25.564699,46,12,1,0,0,0,25.862301,0,25.2435,0
0,21.016199,32,12,1,0,0,0,25.6782,0,24.9177,0
0,25.564699,49,14,1,0,0,0,25.862301,0,25.2435,0
0,4.6401,16,9,0,0,0,1,0,1,0,1
0,0,41,13,1,0,0,0,0,1,0,1
0,16.8771,37,11,1,0,0,1,22.5923,0,6.6349001,0
0,10.2185,18,12,0,0,0,0,0,1,0,1
0,3.9972999,16,8,0,0,0,1,0,1,0,1
0,16.2269,42,9,1,0,0,1,12.167,0,16.5229,0
0,4.3519001,21,14,0,0,0,0,5.7347999,0,0,1
0,0,20,12,0,0,0,0,0,1,1.1243,0
0,25.564699,27,13,1,0,0,0,11.8692,0,12.6719,0
0,.88520002,30,10,1,0,0,1,18.679701,0,16.4942,0
0,19.105499,21,12,0,0,0,0,14.6984,0,12.7543,0
0,25.564699,44,14,1,0,0,0,22.847,0,21.9028,0
0,4.2426,17,11,0,0,0,1,0,1,.39390001,0
0,23.5343,32,16,0,0,0,0,24.0382,0,23.560699,0
0,25.564699,49,13,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,49,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,31,12,1,1,0,0,25.862301,0,25.2435,0
0,2.4028001,31,14,1,0,0,0,25.862301,0,14.2707,0
0,23.036301,48,16,1,0,0,0,25.0257,0,22.615299,0
0,8.5220003,19,13,0,0,0,0,4.0419998,0,5.3530998,0
0,8.5988998,30,12,1,0,0,0,14.7905,0,9.9827995,0
0,25.564699,47,8,1,0,0,1,23.715,0,20.893101,0
0,11.0105,17,10,0,0,0,1,.65640002,0,4.2698998,0
0,19.5562,22,12,1,0,0,0,9.9923,0,6.2142,0
0,22.8323,31,12,1,0,0,0,23.3976,0,25.164801,0
0,23.4116,49,2,1,0,0,1,20.282301,0,18.9667,0
0,5.9523001,22,9,0,0,0,1,6.7027001,0,7.283,0
0,20.563999,32,12,1,0,0,0,24.5849,0,24.450399,0
0,23.5254,25,13,0,0,0,0,18.8815,0,22.445299,0
0,0,28,15,1,0,0,0,25.460699,0,23.114799,0
0,0,25,17,1,0,0,0,.084200002,0,0,1
0,9.6274004,45,8,1,0,0,1,15.9367,0,13.397,0
0,25.564699,42,12,1,0,0,0,25.862301,0,25.2435,0
0,8.9505997,17,11,0,0,0,1,0,1,0,1
0,25.564699,29,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,36,15,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,34,12,1,0,0,0,25.862301,0,25.2435,0
0,8.3344002,34,12,1,0,0,0,20.5938,0,9.2791996,0
0,25.564699,48,12,1,0,0,0,25.862301,0,25.2435,0
0,21.2999,17,11,0,0,0,1,2.4863,0,9.4601002,0
0,25.564699,30,12,1,0,0,0,25.862301,0,25.2435,0
0,0,39,11,1,0,0,1,0,1,0,1
0,0,17,10,0,0,0,1,.097999997,0,2.7767999,0
0,25.564699,28,18,1,0,0,0,25.862301,0,25.2435,0
0,17.565701,16,10,0,0,0,1,1.2108001,0,3.2262001,0
0,25.564699,50,18,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,32,12,1,0,0,0,25.625299,0,25.2435,0
0,25.564699,45,14,1,0,0,0,25.862301,0,25.2435,0
0,1.9225,17,10,0,0,0,1,0,1,.54960001,0
0,20.655701,40,13,1,0,0,0,7.1082001,0,16.3671,0
0,25.564699,43,12,1,0,0,0,25.862301,0,25.2435,0
0,17.6367,31,12,1,0,0,0,17.114201,0,16.2812,0
0,16.952499,27,12,1,0,0,0,19.1127,0,13.7855,0
0,15.7304,18,12,0,0,0,0,4.4299002,0,3.0525,0
0,.098999999,36,8,1,0,0,1,10.3528,0,13.8678,0
0,20.8286,29,12,1,0,0,0,18.6052,0,20.0355,0
0,25.564699,26,17,1,0,0,0,19.2302,0,20.3971,0
0,0,44,8,1,0,0,1,3.8108001,0,1.0724,0
0,11.6962,25,12,1,0,0,0,2.8155,0,11.0212,0
0,22.856001,27,16,0,0,0,0,.1332,0,.1074,0
0,17.3958,34,12,1,0,0,0,22.1084,0,15.2643,0
0,2.6289001,26,12,1,0,0,0,0,1,2.5118001,0
0,19.1898,33,11,1,0,0,1,20.043301,0,18.7572,0
0,21.4921,21,12,1,0,0,0,11.3853,0,17.7922,0
0,10.251,33,14,1,0,0,0,10.2313,0,5.1704998,0
0,0,27,7,1,0,0,1,9.8806,0,7.1701999,0
0,0,50,12,1,0,0,0,0,1,0,1
0,0,20,13,0,0,0,0,0,1,0,1
0,0,54,8,0,0,0,1,0,1,0,1
0,2.1737001,24,10,1,0,0,1,4.7199001,0,2.5655,0
0,15.8324,40,9,1,0,0,1,16.091499,0,14.5714,0
0,0,36,7,1,0,1,1,0,1,0,1
0,25.564699,43,10,1,0,0,1,25.862301,0,25.2435,0
0,25.564699,28,11,1,0,0,1,21.947701,0,19.6721,0
0,25.564699,50,9,1,0,0,1,25.862301,0,25.2435,0
0,23.627399,33,9,1,0,0,1,16.7341,0,17.930099,0
0,22.5427,25,12,1,0,0,0,19.0989,0,9.7393999,0
0,25.564699,38,12,1,0,0,0,25.862301,0,25.2435,0
0,20.8522,19,12,1,0,0,0,2.1257999,0,4.3881001,0
0,25.564699,33,12,1,0,0,0,8.7795,0,10.6435,0
0,23.1604,24,16,1,0,0,0,10.6545,0,20.588699,0
0,25.564699,43,13,1,0,0,0,25.862301,0,25.2435,0
